CID	TALENT_NAME	ROLE
urn:dece:cid:eidr-s:08F3-4027-94F6-EBC3-0BBD-X	Charles Michael Davis	ACTOR
urn:dece:cid:eidr-s:08F3-4027-94F6-EBC3-0BBD-X	Daniel Gillies	ACTOR
urn:dece:cid:eidr-s:0904-9F65-1B7B-909E-4980-Y	Dillon Casey	ACTOR
urn:dece:cid:eidr-s:0904-9F65-1B7B-909E-4980-Y	Noah Bean	ACTOR
urn:dece:cid:eidr-s:0904-9F65-1B7B-909E-4980-Y	Craig Silverstein	PRODUCER
urn:dece:cid:eidr-s:0904-9F65-1B7B-909E-4980-Y	Xander Berkeley	ACTOR
urn:dece:cid:eidr-s:0904-9F65-1B7B-909E-4980-Y	David Levinson	PRODUCER
urn:dece:cid:eidr-s:0904-9F65-1B7B-909E-4980-Y	Melinda Clarke	ACTOR
urn:dece:cid:eidr-s:0904-9F65-1B7B-909E-4980-Y	Shane West	ACTOR
urn:dece:cid:eidr-s:0904-9F65-1B7B-909E-4980-Y	Maggie Q	ACTOR
urn:dece:cid:eidr-s:0904-9F65-1B7B-909E-4980-Y	Aaron Stanford	ACTOR
urn:dece:cid:eidr-s:0904-9F65-1B7B-909E-4980-Y	Lyndsy Fonseca	ACTOR
urn:dece:cid:eidr-s:0941-86B7-E852-2607-5F15-V	James Purefoy	Actor
urn:dece:cid:eidr-s:0941-86B7-E852-2607-5F15-V	NA	Director
urn:dece:cid:eidr-s:0941-86B7-E852-2607-5F15-V	Kevin Williamson	Producer
urn:dece:cid:eidr-s:0941-86B7-E852-2607-5F15-V	NA	Writer
urn:dece:cid:eidr-s:0941-86B7-E852-2607-5F15-V	Natalie Zea	Actor
urn:dece:cid:eidr-s:0941-86B7-E852-2607-5F15-V	Marcos Siega	Producer
urn:dece:cid:eidr-s:0941-86B7-E852-2607-5F15-V	Kevin Bacon	Actor
urn:dece:cid:eidr-s:0941-86B7-E852-2607-5F15-V	Kay Foster	Producer
urn:dece:cid:eidr-s:0941-86B7-E852-2607-5F15-V	Adam Armus	Producer
urn:dece:cid:eidr-s:0941-86B7-E852-2607-5F15-V	Valorie Curry	Actor
urn:dece:cid:eidr-s:0941-86B7-E852-2607-5F15-V	Shawn Ashmore	Actor
urn:dece:cid:eidr-s:094D-0308-FC25-97E6-F60C-H	David Ramsey	ACTOR
urn:dece:cid:eidr-s:094D-0308-FC25-97E6-F60C-H	John Barrowman	ACTOR
urn:dece:cid:eidr-s:094D-0308-FC25-97E6-F60C-H	Colton Haynes	ACTOR
urn:dece:cid:eidr-s:094D-0308-FC25-97E6-F60C-H	Emily Bett Rickards	ACTOR
urn:dece:cid:eidr-s:094D-0308-FC25-97E6-F60C-H	Willa Holland	ACTOR
urn:dece:cid:eidr-s:094D-0308-FC25-97E6-F60C-H	Katie Cassidy	ACTOR
urn:dece:cid:eidr-s:094D-0308-FC25-97E6-F60C-H	Paul Blackthorne	ACTOR
urn:dece:cid:eidr-s:094D-0308-FC25-97E6-F60C-H	Stephen Amell	ACTOR
urn:dece:cid:eidr-s:0951-A1E2-46CC-918B-515F-A	Ali Adler	Writer
urn:dece:cid:eidr-s:0951-A1E2-46CC-918B-515F-A	 Jeremy Jordan	Actor
urn:dece:cid:eidr-s:0951-A1E2-46CC-918B-515F-A	 David Harewood	Actor
urn:dece:cid:eidr-s:0951-A1E2-46CC-918B-515F-A	 Melissa Benoist	Actor
urn:dece:cid:eidr-s:0951-A1E2-46CC-918B-515F-A	Glen Winter	Director
urn:dece:cid:eidr-s:0951-A1E2-46CC-918B-515F-A	NA	Producer
urn:dece:cid:eidr-s:0951-A1E2-46CC-918B-515F-A	 Mehcad Brooks	Actor
urn:dece:cid:eidr-s:0951-A1E2-46CC-918B-515F-A	 Calista Flockhart	Actor
urn:dece:cid:eidr-s:0951-A1E2-46CC-918B-515F-A	 Chyler Leigh	Actor
urn:dece:cid:eidr-s:09BC-FEB5-B23C-5947-5E6D-4	NA	Actor
urn:dece:cid:eidr-s:09BC-FEB5-B23C-5947-5E6D-4	NA	Writer
urn:dece:cid:eidr-s:09BC-FEB5-B23C-5947-5E6D-4	NA	Producer
urn:dece:cid:eidr-s:09BC-FEB5-B23C-5947-5E6D-4	NA	Director
urn:dece:cid:eidr-s:09D2-6112-3092-9987-BCFF-F	NA	Actor
urn:dece:cid:eidr-s:09D2-6112-3092-9987-BCFF-F	NA	Producer
urn:dece:cid:eidr-s:09D2-6112-3092-9987-BCFF-F	NA	Director
urn:dece:cid:eidr-s:09D2-6112-3092-9987-BCFF-F	NA	Writer
urn:dece:cid:eidr-s:0B08-7C6C-AA8B-D312-3815-3	 Sarah Sanguin Carter	Actor
urn:dece:cid:eidr-s:0B08-7C6C-AA8B-D312-3815-3	 Noah Wyle	Actor
urn:dece:cid:eidr-s:0B08-7C6C-AA8B-D312-3815-3	 Maxim Knight	Actor
urn:dece:cid:eidr-s:0B08-7C6C-AA8B-D312-3815-3	David Eick	Writer
urn:dece:cid:eidr-s:0B08-7C6C-AA8B-D312-3815-3	 Seychelle Gabriel	Actor
urn:dece:cid:eidr-s:0B08-7C6C-AA8B-D312-3815-3	 Drew Roy	Actor
urn:dece:cid:eidr-s:0B08-7C6C-AA8B-D312-3815-3	 Moon Bloodgood	Actor
urn:dece:cid:eidr-s:0B08-7C6C-AA8B-D312-3815-3	N/A	Producer
urn:dece:cid:eidr-s:0B08-7C6C-AA8B-D312-3815-3	 Colin Cunningham	Actor
urn:dece:cid:eidr-s:0B08-7C6C-AA8B-D312-3815-3	 Mpho Koahu	Actor
urn:dece:cid:eidr-s:0B08-7C6C-AA8B-D312-3815-3	Olatunde Osunsanmi	Director
urn:dece:cid:eidr-s:0B08-7C6C-AA8B-D312-3815-3	 Doug Jones	Actor
urn:dece:cid:eidr-s:0B08-7C6C-AA8B-D312-3815-3	 Connor Jessup	Actor
urn:dece:cid:eidr-s:0B08-7C6C-AA8B-D312-3815-3	 Will Patton	Actor
urn:dece:cid:eidr-s:0B08-7C6C-AA8B-D312-3815-3	 Scarlett Byrne	Actor
urn:dece:cid:eidr-s:0B46-A361-AE2D-091F-7989-S	Shawn Ashmore	ACTOR
urn:dece:cid:eidr-s:0B46-A361-AE2D-091F-7989-S	Kevin Bacon	ACTOR
urn:dece:cid:eidr-s:0B46-A361-AE2D-091F-7989-S	Sam Underwood	ACTOR
urn:dece:cid:eidr-s:0B9F-AC97-E424-3F82-1883-G	Willa Holland	ACTOR
urn:dece:cid:eidr-s:0B9F-AC97-E424-3F82-1883-G	Katie Cassidy	ACTOR
urn:dece:cid:eidr-s:0B9F-AC97-E424-3F82-1883-G	Susanna Thompson	ACTOR
urn:dece:cid:eidr-s:0B9F-AC97-E424-3F82-1883-G	Colton Haynes	ACTOR
urn:dece:cid:eidr-s:0B9F-AC97-E424-3F82-1883-G	Andrew Kreisberg	PRODUCER
urn:dece:cid:eidr-s:0B9F-AC97-E424-3F82-1883-G	Paul Blackthorne	ACTOR
urn:dece:cid:eidr-s:0B9F-AC97-E424-3F82-1883-G	Emily Bett Rickards	ACTOR
urn:dece:cid:eidr-s:0B9F-AC97-E424-3F82-1883-G	Manu Bennett	ACTOR
urn:dece:cid:eidr-s:0B9F-AC97-E424-3F82-1883-G	David Ramsey	ACTOR
urn:dece:cid:eidr-s:0B9F-AC97-E424-3F82-1883-G	Stephen Amell	ACTOR
urn:dece:cid:eidr-s:0B9F-AC97-E424-3F82-1883-G	Greg Berlanti	PRODUCER
urn:dece:cid:eidr-s:0B9F-AC97-E424-3F82-1883-G	Marc Guggenheim	PRODUCER
urn:dece:cid:eidr-s:0C3F-5A23-02AE-F13A-25CB-S	Grant Gustin	ACTOR
urn:dece:cid:eidr-s:0C3F-5A23-02AE-F13A-25CB-S	Danielle Panabaker	ACTOR
urn:dece:cid:eidr-s:0C3F-5A23-02AE-F13A-25CB-S	Tom Cavanagh	ACTOR
urn:dece:cid:eidr-s:0C3F-5A23-02AE-F13A-25CB-S	Rick Cosnett	ACTOR
urn:dece:cid:eidr-s:0C3F-5A23-02AE-F13A-25CB-S	Jesse L. Martin	ACTOR
urn:dece:cid:eidr-s:0C3F-5A23-02AE-F13A-25CB-S	Candice Patton	ACTOR
urn:dece:cid:eidr-s:0C3F-5A23-02AE-F13A-25CB-S	Carlos Valdes	ACTOR
urn:dece:cid:eidr-s:0C77-9CE2-C013-4F1C-929A-B	Jeremy Carver	PRODUCER
urn:dece:cid:eidr-s:0C77-9CE2-C013-4F1C-929A-B	Jensen Ackles	ACTOR
urn:dece:cid:eidr-s:0C77-9CE2-C013-4F1C-929A-B	Mark A. Sheppard	ACTOR
urn:dece:cid:eidr-s:0C77-9CE2-C013-4F1C-929A-B	Eugenie Ross-leming	ARTISTS
urn:dece:cid:eidr-s:0C77-9CE2-C013-4F1C-929A-B	Brad Buckner	ARTISTS
urn:dece:cid:eidr-s:0C77-9CE2-C013-4F1C-929A-B	Brad Buckner	WRITER
urn:dece:cid:eidr-s:0C77-9CE2-C013-4F1C-929A-B	Misha Collins	ACTOR
urn:dece:cid:eidr-s:0C77-9CE2-C013-4F1C-929A-B	Robert Singer	DIRECTOR
urn:dece:cid:eidr-s:0C77-9CE2-C013-4F1C-929A-B	Robert Singer	PRODUCER
urn:dece:cid:eidr-s:0C77-9CE2-C013-4F1C-929A-B	Phil Sgriccia	PRODUCER
urn:dece:cid:eidr-s:0C77-9CE2-C013-4F1C-929A-B	Eugenie Ross-leming	WRITER
urn:dece:cid:eidr-s:0C77-9CE2-C013-4F1C-929A-B	Jared Padalecki	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Sarah Abney	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Ryan Cartwright	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Chris Hemsworth	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	E'Myri Crutchfield	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Mitchell Warren	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Tim Heidecker	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Steele Stebbins	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Ed Helms	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Miles Doleac	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Colin Hanks	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Michael H. Cole	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Leslie Mann	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Jonathan M. Goldstein	DIRECTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Cristina Squyres	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Nadine Avola	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Nick Kroll	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Valerie Fortin	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Kirstin Ford	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Hannah Davis	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Regina Hall	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Christina Applegate	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	O'Clair Alexander	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	John Francis Daley	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Keegan Michael Key	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Charlie Day	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Raton Rose	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	R.F. Daley	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Catherine Missal	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Skyler Gisondo	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Michael Pe	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Alkoya Brunson	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Ethan Maher	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Ron Livingston	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Jamil Vaughn	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Matthew Cornwell	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	David Clennon	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Valerie Payton	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Beverly D'Angelo	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Chevy Chase	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Elizabeth Gillies	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Jonathan Goldstein	DIRECTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Brooke Jaye Taylor	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Kaitlin Olson	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	John Francis Daley	DIRECTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Marlon Gonzalez	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Holly Gardner	ACTOR
urn:dece:cid:eidr-s:0CD4-7C21-054E-9195-43F3-L	Elizabeth Fendrick	ACTOR
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Philippa Boyens	ARTISTS
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Ken Stott	ACTOR
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Philippa Boyens	WRITER
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Stephen Fry	ACTOR
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	James Nesbitt	ACTOR
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Martin Freeman	ACTOR
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Peter Jackson	WRITER
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Peter Jackson	ARTISTS
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Peter Jackson	DIRECTOR
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Guillermo del Toro	WRITER
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Fran Walsh	PRODUCER
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Peter Jackson	PRODUCER
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Guillermo del Toro	ARTISTS
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Fran Walsh	ARTISTS
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Ian McKellen	ACTOR
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Zane Weiner	PRODUCER
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Carolynne Cunningham	PRODUCER
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Fran Walsh	WRITER
urn:dece:cid:eidr-s:0CD7-F021-CA7E-E937-CFFC-S	Benedict Cumberbatch	ACTOR
urn:dece:cid:eidr-s:0D42-6DC4-7B8D-C70A-D64B-S	NA	Producer
urn:dece:cid:eidr-s:0D42-6DC4-7B8D-C70A-D64B-S	NA	Actor
urn:dece:cid:eidr-s:0D42-6DC4-7B8D-C70A-D64B-S	NA	Director
urn:dece:cid:eidr-s:0D42-6DC4-7B8D-C70A-D64B-S	NA	Writer
urn:dece:cid:eidr-s:0D4B-B2E1-16C4-DD62-022D-M	Noah Bean	ACTOR
urn:dece:cid:eidr-s:0D4B-B2E1-16C4-DD62-022D-M	Dillon Casey	ACTOR
urn:dece:cid:eidr-s:0D4B-B2E1-16C4-DD62-022D-M	David Levinson	PRODUCER
urn:dece:cid:eidr-s:0D4B-B2E1-16C4-DD62-022D-M	Lyndsy Fonseca	ACTOR
urn:dece:cid:eidr-s:0D4B-B2E1-16C4-DD62-022D-M	Maggie Q	ACTOR
urn:dece:cid:eidr-s:0D4B-B2E1-16C4-DD62-022D-M	Craig Silverstein	PRODUCER
urn:dece:cid:eidr-s:0D4B-B2E1-16C4-DD62-022D-M	Shane West	ACTOR
urn:dece:cid:eidr-s:0D4B-B2E1-16C4-DD62-022D-M	Xander Berkeley	ACTOR
urn:dece:cid:eidr-s:0D4B-B2E1-16C4-DD62-022D-M	Melinda Clarke	ACTOR
urn:dece:cid:eidr-s:0D4B-B2E1-16C4-DD62-022D-M	Aaron Stanford	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Jacqueline McKenzie	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Ben O'Toole	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Isabel Lucas	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Charles Allan	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	James Fraser	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	George Ogilvie	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Sophia Forrest	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Jackie Patterson	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Jai Courtney	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Ali Akkus	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Aidan Smith	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Fabian Hevia	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Salih Kalyon	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Varlam Nikoladze	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Max Benitz	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Bill Thompson	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Reverend Diogenis Patsouris	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Robert Mammone	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Damon Herriman	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Serdar Ali Sagin	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Mustafa Konukcu	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Mehmet Emin Kabakci	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Yilmaz Erdogan	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Ethem Temizkanoglu	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Asena G	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Ryan Corr	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Dylan Georgiades	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Cem Yilmaz	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Abdullah Eraslan	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Jack Randall	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Ediz Nidai	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Daniel Wyllie	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Thomas Unger	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Stewart Kirwan	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Christopher Sommers	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Agani Gecmez	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Nigar Alkan Sen	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Mustafa 	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Benedict Hardie	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Deniz Akdeniz	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Zev Eleftheriou	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Megan Gale	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Jason Honeychurch	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Ali Akdeniz	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Ben Norris	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Russell Crowe	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Michael Dorman	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Olga Kurylenko	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Muammer Er	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Emrah Aksu	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Russell Crowe	DIRECTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Gazi Yalcin	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Brad Turner	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Steve Bastoni	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	David Oliver	ACTOR
urn:dece:cid:eidr-s:0D5A-15FC-5EFC-E47B-04ED-H	Aleyna G	ACTOR
urn:dece:cid:eidr-s:0D86-8AB8-5BEE-FDD0-5FDA-P	Danny Cannon	PRODUCER
urn:dece:cid:eidr-s:0D86-8AB8-5BEE-FDD0-5FDA-P	Noah Bean	ACTOR
urn:dece:cid:eidr-s:0D86-8AB8-5BEE-FDD0-5FDA-P	Peter Johnson	PRODUCER
urn:dece:cid:eidr-s:0D86-8AB8-5BEE-FDD0-5FDA-P	McG	PRODUCER
urn:dece:cid:eidr-s:0D86-8AB8-5BEE-FDD0-5FDA-P	Carlos Coto	PRODUCER
urn:dece:cid:eidr-s:0D86-8AB8-5BEE-FDD0-5FDA-P	Devon Sawa	ACTOR
urn:dece:cid:eidr-s:0D86-8AB8-5BEE-FDD0-5FDA-P	Aaron Stanford	ACTOR
urn:dece:cid:eidr-s:0D86-8AB8-5BEE-FDD0-5FDA-P	Lyndsy Fonseca	ACTOR
urn:dece:cid:eidr-s:0D86-8AB8-5BEE-FDD0-5FDA-P	David Levinson	PRODUCER
urn:dece:cid:eidr-s:0D86-8AB8-5BEE-FDD0-5FDA-P	Melinda Clarke	ACTOR
urn:dece:cid:eidr-s:0D86-8AB8-5BEE-FDD0-5FDA-P	Maggie Q	ACTOR
urn:dece:cid:eidr-s:0D86-8AB8-5BEE-FDD0-5FDA-P	Craig Silverstein	PRODUCER
urn:dece:cid:eidr-s:0D86-8AB8-5BEE-FDD0-5FDA-P	Shane West	ACTOR
urn:dece:cid:eidr-s:0DE0-1A15-7FE9-929C-05C7-X	David Ramsey	ACTOR
urn:dece:cid:eidr-s:0DE0-1A15-7FE9-929C-05C7-X	Colton Haynes	ACTOR
urn:dece:cid:eidr-s:0DE0-1A15-7FE9-929C-05C7-X	Katie Cassidy	ACTOR
urn:dece:cid:eidr-s:0DE0-1A15-7FE9-929C-05C7-X	Willa Holland	ACTOR
urn:dece:cid:eidr-s:0DE0-1A15-7FE9-929C-05C7-X	Paul Blackthorne	ACTOR
urn:dece:cid:eidr-s:0DE0-1A15-7FE9-929C-05C7-X	John Barrowman	ACTOR
urn:dece:cid:eidr-s:0DE0-1A15-7FE9-929C-05C7-X	Stephen Amell	ACTOR
urn:dece:cid:eidr-s:0DE0-1A15-7FE9-929C-05C7-X	Emily Bett Rickards	ACTOR
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	Bryan Miller	WRITER
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	Jason O'Mara	ACTOR
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	Kari Wahlgren	ACTOR
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	James Krieg	ARTISTS
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	James Tucker	PRODUCER
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	Jerry O'Connell	ACTOR
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	Christopher Gorham	ACTOR
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	Shemar Moore	ACTOR
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	James Krieg	WRITER
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	Taissa Farmiga	ACTOR
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	Jake T. Austin	ACTOR
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	Stuart Allan	ACTOR
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	Bryan Miller	ARTISTS
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	Sam Liu	DIRECTOR
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	Rosario Dawson	ACTOR
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	Sean Maher	ACTOR
urn:dece:cid:eidr-s:0E07-7FA0-36BC-DC28-1970-8	Brandon Soo Hoo	ACTOR
